Overall_Rating,Sentiment_Label,Review_Title,Review,combined_text,cleaned_text,tokens_str,Type Of Traveller,Seat Type,Route,Recommended,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money
8,Positive,AirAsia customer review,I frequently fly Air Asia and like the cleanliness and modern aircraft. This flight was Perth to Kuala Lumpur. The seat business class seating is okay and almost lie flat enabling a couple of hours sleep on the flight. The airline policy for quiet areas at the front on the plane is very good.,AirAsia customer review I frequently fly Air Asia and like the cleanliness and modern aircraft. This flight was Perth to Kuala Lumpur. The seat business class seating is okay and almost lie flat enabling a couple of hours sleep on the flight. The airline policy for quiet areas at the front on the plane is very good.,airasia customer review i frequently fly air asia and like the cleanliness and modern aircraft this flight was perth to kuala lumpur the seat business class seating is okay and almost lie flat enabling a couple of hours sleep on the flight the airline policy for quiet areas at the front on the plane is very good,customer review frequently cleanliness modern aircraft perth kuala lumpur seat business class seating okay almost lie flat enabling couple hours sleep policy quiet areas front plane good,,Business Class,,yes,3.0,4.0,3.0,,4
1,Negative,AirAsia customer review,We flew from KLIA2 to Bangkok Don Muang return at the end of October. I bought the tickets during a promo sale so paid very little. All went well. Flights were on time. It was a holiday weekend on the way out so the flight was full. Coming back things were less hectic as it was a normal weekday. I chose a lunch time flight so we could use a taxi to the airport easily. Check in was quick and the flight went on time. The pre-booked meals were all as expected. Seats were free up the back and we were allowed to use them and spread out. Arrival at KLIA2 was easy as we'd used the airport before. Air Asia offers a great product. You know what you'll get and so long as you buy during a promo period you'll pay very little.,AirAsia customer review We flew from KLIA2 to Bangkok Don Muang return at the end of October. I bought the tickets during a promo sale so paid very little. All went well. Flights were on time. It was a holiday weekend on the way out so the flight was full. Coming back things were less hectic as it was a normal weekday. I chose a lunch time flight so we could use a taxi to the airport easily. Check in was quick and the flight went on time. The pre-booked meals were all as expected. Seats were free up the back and we were allowed to use them and spread out. Arrival at KLIA2 was easy as we'd used the airport before. Air Asia offers a great product. You know what you'll get and so long as you buy during a promo period you'll pay very little.,airasia customer review we flew from klia to bangkok don muang return at the end of october i bought the tickets during a promo sale so paid very little all went well flights were on time it was a holiday weekend on the way out so the flight was full coming back things were less hectic as it was a normal weekday i chose a lunch time flight so we could use a taxi to the airport easily check in was quick and the flight went on time the pre booked meals were all as expected seats were free up the back and we were allowed to use them and spread out arrival at klia was easy as we d used the airport before air asia offers a great product you know what you ll get and so long as you buy during a promo period you ll pay very little,customer review klia bangkok muang return end october bought tickets promo sale paid little went flights time holiday weekend way full coming back things less hectic normal weekday chose lunch time use taxi airport easily check quick went time pre booked meals expected seats free back allowed use spread arrival klia easy used airport offers great product know long buy promo period pay little,,Economy Class,,yes,5.0,5.0,5.0,,5
1,Negative,AirAsia customer review,Business class to and from Australia was well up to expectations. Flights on time comfortable seating clean and modern aircraft edible food polite helpful and welcoming crew. Likewise the 3 internal Malaysian flights in a single-class aircraft.,AirAsia customer review Business class to and from Australia was well up to expectations. Flights on time comfortable seating clean and modern aircraft edible food polite helpful and welcoming crew. Likewise the 3 internal Malaysian flights in a single-class aircraft.,airasia customer review business class to and from australia was well up to expectations flights on time comfortable seating clean and modern aircraft edible food polite helpful and welcoming crew likewise the internal malaysian flights in a single class aircraft,customer review business class australia expectations flights time comfortable seating clean modern aircraft edible food polite helpful welcoming crew likewise internal malaysian flights single class aircraft,,Business Class,,yes,4.0,5.0,4.0,,4
1,Negative,AirAsia customer review,Business class was wonderful except for the meals and any drinks had to be brought including water. The inflight entertainment was limited and if you didn't book it with your flight you could not request it once you got to the plane as they only allow enough for the pre booked entertainment. The seating and value for money was wonderful and the 8 hour flight went very quickly. I would recommend that you eat well before going on the flight and you will be very happy with everything else.,AirAsia customer review Business class was wonderful except for the meals and any drinks had to be brought including water. The inflight entertainment was limited and if you didn't book it with your flight you could not request it once you got to the plane as they only allow enough for the pre booked entertainment. The seating and value for money was wonderful and the 8 hour flight went very quickly. I would recommend that you eat well before going on the flight and you will be very happy with everything else.,airasia customer review business class was wonderful except for the meals and any drinks had to be brought including water the inflight entertainment was limited and if you didn t book it with your flight you could not request it once you got to the plane as they only allow enough for the pre booked entertainment the seating and value for money was wonderful and the hour flight went very quickly i would recommend that you eat well before going on the flight and you will be very happy with everything else,customer review business class wonderful except meals any drinks brought including water inflight entertainment limited book request plane allow enough pre booked entertainment seating value money wonderful hour went quickly recommend eat going happy everything else,,Business Class,,yes,5.0,5.0,2.0,,5
7,Positive,AirAsia customer review,"Comfortable business class ""flatbeds"" on longer legs of trip - service good - usually depart and arrive on time. Staff usually very friendly and accommodating but this last trip (Sydney/KUL/CNX) staff were a bit on the reserved side. This is unusual even with the short flights I have taken with Air Asia as well as some other business class flights. My rating for inflight entertainment was 3 out of 5 because one needs to purchase the entertainment separately and I did not use it as I was travelling overnight. Generally and for the most part I would recommend flying Air Asia.","AirAsia customer review Comfortable business class ""flatbeds"" on longer legs of trip - service good - usually depart and arrive on time. Staff usually very friendly and accommodating but this last trip (Sydney/KUL/CNX) staff were a bit on the reserved side. This is unusual even with the short flights I have taken with Air Asia as well as some other business class flights. My rating for inflight entertainment was 3 out of 5 because one needs to purchase the entertainment separately and I did not use it as I was travelling overnight. Generally and for the most part I would recommend flying Air Asia.",airasia customer review comfortable business class flatbeds on longer legs of trip service good usually depart and arrive on time staff usually very friendly and accommodating but this last trip sydney kul cnx staff were a bit on the reserved side this is unusual even with the short flights i have taken with air asia as well as some other business class flights my rating for inflight entertainment was out of because one needs to purchase the entertainment separately and i did not use it as i was travelling overnight generally and for the most part i would recommend flying air asia,customer review comfortable business class flatbeds longer legs trip service good usually depart arrive time staff usually friendly accommodating last trip sydney kul cnx staff bit reserved side unusual short flights taken business class flights rating inflight entertainment needs purchase entertainment separately use travelling overnight generally part recommend flying,,Business Class,,yes,4.0,4.0,3.0,,5
9,Positive,AirAsia customer review,My wife and I flew from Sydney to Kuala Lumpar and then on to Phuket with Air Asia in business class albeit the KL to Phuket sector did not have any business class - which we had been warned about prior to the trip so this was no surprise. We were very pleasantly surprised at the amount of space and the ability to turn the seat into an almost flat bed albeit the incline was just enough to make sliding down the seat a bit of a problem. The service was excellent and whilst the food was quite basic and they had not got our pre ordered meals correct the food was adequate. The inflight entertainment was also quite basic but as we had been warned of this we had our own tablets etc so we certainly did not suffer. As far as value for money goes I could not have wished for a better experience. We will certainly use this airline again where possible.,AirAsia customer review My wife and I flew from Sydney to Kuala Lumpar and then on to Phuket with Air Asia in business class albeit the KL to Phuket sector did not have any business class - which we had been warned about prior to the trip so this was no surprise. We were very pleasantly surprised at the amount of space and the ability to turn the seat into an almost flat bed albeit the incline was just enough to make sliding down the seat a bit of a problem. The service was excellent and whilst the food was quite basic and they had not got our pre ordered meals correct the food was adequate. The inflight entertainment was also quite basic but as we had been warned of this we had our own tablets etc so we certainly did not suffer. As far as value for money goes I could not have wished for a better experience. We will certainly use this airline again where possible.,airasia customer review my wife and i flew from sydney to kuala lumpar and then on to phuket with air asia in business class albeit the kl to phuket sector did not have any business class which we had been warned about prior to the trip so this was no surprise we were very pleasantly surprised at the amount of space and the ability to turn the seat into an almost flat bed albeit the incline was just enough to make sliding down the seat a bit of a problem the service was excellent and whilst the food was quite basic and they had not got our pre ordered meals correct the food was adequate the inflight entertainment was also quite basic but as we had been warned of this we had our own tablets etc so we certainly did not suffer as far as value for money goes i could not have wished for a better experience we will certainly use this airline again where possible,customer review wife sydney kuala lumpar phuket business class albeit phuket sector any business class warned prior trip surprise pleasantly surprised amount space ability turn seat into almost flat bed albeit incline enough make sliding seat bit problem service excellent whilst food basic pre ordered meals correct food adequate inflight entertainment basic warned tablets etc certainly suffer far value money goes wished better experience certainly use possible,,Business Class,,yes,4.0,5.0,3.0,,5
9,Positive,AirAsia customer review,Over the past month I have flown Domestically several times in Thailand and last week flew Business Class to Australia. I will return to Thailand the same way. I am an Australian but have lived in Asia for the past 22 years. Air Asia has grown and improved remarkably over the past few month. The crew service food cleanliness of the planes are all now far superior than in the past. It is a low cost carrier but now it doesn't feel so much that way.,AirAsia customer review Over the past month I have flown Domestically several times in Thailand and last week flew Business Class to Australia. I will return to Thailand the same way. I am an Australian but have lived in Asia for the past 22 years. Air Asia has grown and improved remarkably over the past few month. The crew service food cleanliness of the planes are all now far superior than in the past. It is a low cost carrier but now it doesn't feel so much that way.,airasia customer review over the past month i have flown domestically several times in thailand and last week flew business class to australia i will return to thailand the same way i am an australian but have lived in asia for the past years air asia has grown and improved remarkably over the past few month the crew service food cleanliness of the planes are all now far superior than in the past it is a low cost carrier but now it doesn t feel so much that way,customer review past month flown domestically several times thailand last week business class australia return thailand way australian lived past years grown improved remarkably past month crew service food cleanliness planes far superior past low cost carrier feel way,,Business Class,,yes,5.0,5.0,3.0,,5
1,Negative,AirAsia customer review,20th Apr 2014 Perth-Kuala Lumpur flight D7233. 18th Oct 2014 Kuala Lumpur-Perth flight D232 in Business Class. Cabin consists of 12 seats only so is nice and quiet. Seats are cocoon style. backs do not recline but the seat does all the work thus you never have anyone in front reclining their seat in your face. Nice big pillows and doonas complete the feeling of luxury. Meals are not a highlight however. We find comfort far more important than meals. One good thing about the meal service however is you can tell the cabin crew when you would like to eat. If you want a comfortable few hours sleep where you can stretch full length and cuddle up in a doona can thoroughly recommend Air Asia Business Class. Aircraft clean and crew very helpful.,AirAsia customer review 20th Apr 2014 Perth-Kuala Lumpur flight D7233. 18th Oct 2014 Kuala Lumpur-Perth flight D232 in Business Class. Cabin consists of 12 seats only so is nice and quiet. Seats are cocoon style. backs do not recline but the seat does all the work thus you never have anyone in front reclining their seat in your face. Nice big pillows and doonas complete the feeling of luxury. Meals are not a highlight however. We find comfort far more important than meals. One good thing about the meal service however is you can tell the cabin crew when you would like to eat. If you want a comfortable few hours sleep where you can stretch full length and cuddle up in a doona can thoroughly recommend Air Asia Business Class. Aircraft clean and crew very helpful.,airasia customer review th apr perth kuala lumpur flight d th oct kuala lumpur perth flight d in business class cabin consists of seats only so is nice and quiet seats are cocoon style backs do not recline but the seat does all the work thus you never have anyone in front reclining their seat in your face nice big pillows and doonas complete the feeling of luxury meals are not a highlight however we find comfort far more important than meals one good thing about the meal service however is you can tell the cabin crew when you would like to eat if you want a comfortable few hours sleep where you can stretch full length and cuddle up in a doona can thoroughly recommend air asia business class aircraft clean and crew very helpful,customer review apr perth kuala lumpur oct kuala lumpur perth business class cabin consists seats nice quiet seats cocoon style backs recline seat work thus never anyone front reclining seat face nice big pillows doonas complete feeling luxury meals highlight however find comfort far important meals good thing meal service however tell cabin crew eat want comfortable hours sleep stretch full length cuddle doona thoroughly recommend business class aircraft clean crew helpful,,Business Class,,yes,5.0,5.0,3.0,,5
1,Negative,AirAsia customer review,D7206 24 October 2014. This was our first Business Class flight experience with Air Asia and it exceeded all our expectations. Because it is a No Frills Airline we were not expecting a full service. We made our meal selection at the time of booking. We were given a glass of orange juice on arrival and the meals we had selected were delivered soon after take-off. These are normal economy fare but at the fare we paid we did not expect any different. Alcohol was available for payment. The seats however are as good as you would hope to find in any full service business class. Fully lie flat and with the full size pillow and duvet supplied we enjoyed a good sleep for almost the entire flight. Would I chose this again? Absolutely!,AirAsia customer review D7206 24 October 2014. This was our first Business Class flight experience with Air Asia and it exceeded all our expectations. Because it is a No Frills Airline we were not expecting a full service. We made our meal selection at the time of booking. We were given a glass of orange juice on arrival and the meals we had selected were delivered soon after take-off. These are normal economy fare but at the fare we paid we did not expect any different. Alcohol was available for payment. The seats however are as good as you would hope to find in any full service business class. Fully lie flat and with the full size pillow and duvet supplied we enjoyed a good sleep for almost the entire flight. Would I chose this again? Absolutely!,airasia customer review d october this was our first business class flight experience with air asia and it exceeded all our expectations because it is a no frills airline we were not expecting a full service we made our meal selection at the time of booking we were given a glass of orange juice on arrival and the meals we had selected were delivered soon after take off these are normal economy fare but at the fare we paid we did not expect any different alcohol was available for payment the seats however are as good as you would hope to find in any full service business class fully lie flat and with the full size pillow and duvet supplied we enjoyed a good sleep for almost the entire flight would i chose this again absolutely,customer review october first business class experience exceeded expectations frills expecting full service made meal selection time booking given glass orange juice arrival meals selected delivered soon take normal economy fare fare paid expect any different alcohol available payment seats however good hope find any full service business class fully lie flat full size pillow duvet supplied enjoyed good sleep almost entire chose absolutely,,Business Class,,yes,5.0,5.0,4.0,,5
7,Positive,AirAsia customer review,AK827 on 23/9 from Phuket to KL then KL to Sydney on 23/9 Flight D722. Return was on D223 Sydney to KL on 7/10 then same date KL to Phuket on AK222. I booked well in advance for a trip to Sydney via Kuala Lumpur and am a frequent flyer with Aisr Asia so am aware of the restrictions for the excellent price and service which is provided. I would have liked to have been informed that there was no Business Class Lounge at Kuala Lumpur airport and also it would have helped if they had given us some idea of the great distance between Gates. I cannot fault their service at the desks through the Gates and on the aircraft. Business Class is extremely comfortable and with the exception of the food and beverage arrangement which I was aware of very good.,AirAsia customer review AK827 on 23/9 from Phuket to KL then KL to Sydney on 23/9 Flight D722. Return was on D223 Sydney to KL on 7/10 then same date KL to Phuket on AK222. I booked well in advance for a trip to Sydney via Kuala Lumpur and am a frequent flyer with Aisr Asia so am aware of the restrictions for the excellent price and service which is provided. I would have liked to have been informed that there was no Business Class Lounge at Kuala Lumpur airport and also it would have helped if they had given us some idea of the great distance between Gates. I cannot fault their service at the desks through the Gates and on the aircraft. Business Class is extremely comfortable and with the exception of the food and beverage arrangement which I was aware of very good.,airasia customer review ak on from phuket to kl then kl to sydney on flight d return was on d sydney to kl on then same date kl to phuket on ak i booked well in advance for a trip to sydney via kuala lumpur and am a frequent flyer with aisr asia so am aware of the restrictions for the excellent price and service which is provided i would have liked to have been informed that there was no business class lounge at kuala lumpur airport and also it would have helped if they had given us some idea of the great distance between gates i cannot fault their service at the desks through the gates and on the aircraft business class is extremely comfortable and with the exception of the food and beverage arrangement which i was aware of very good,customer review phuket sydney return sydney date phuket booked advance trip sydney via kuala lumpur frequent flyer aisr aware restrictions excellent price service provided liked informed business class lounge kuala lumpur airport helped given idea great distance gates cannot fault service desks gates aircraft business class extremely comfortable exception food beverage arrangement aware good,,Business Class,,yes,5.0,5.0,4.0,,5
8,Positive,AirAsia customer review,5 October 2014 FD315 and D7 222. I had already booked a flight from BKK to SYD on another airline but had to cancel and find another flight closer to my departure date. AirAsia had a business class ticket available departing from Don Mueang at an excellent price so I bought it. The first flight from DMK to KUL didn't have a designated business class seating section but my seat was in the 3rd row so that was convenient. The flight from KUL to SYD did have a separate business class seating area with chairs that reclined almost flat for sleeping. The chair width was ample. Although a 180 degree flatbed would have been better AirAsia's was decent and I was able to sleep fairly well. The service was excellent and we were given extra snack treats. I will definitely fly AirAsia business class for an overnight flight again as long as it is affordable for me.,AirAsia customer review 5 October 2014 FD315 and D7 222. I had already booked a flight from BKK to SYD on another airline but had to cancel and find another flight closer to my departure date. AirAsia had a business class ticket available departing from Don Mueang at an excellent price so I bought it. The first flight from DMK to KUL didn't have a designated business class seating section but my seat was in the 3rd row so that was convenient. The flight from KUL to SYD did have a separate business class seating area with chairs that reclined almost flat for sleeping. The chair width was ample. Although a 180 degree flatbed would have been better AirAsia's was decent and I was able to sleep fairly well. The service was excellent and we were given extra snack treats. I will definitely fly AirAsia business class for an overnight flight again as long as it is affordable for me.,airasia customer review october fd and d i had already booked a flight from bkk to syd on another airline but had to cancel and find another flight closer to my departure date airasia had a business class ticket available departing from don mueang at an excellent price so i bought it the first flight from dmk to kul didn t have a designated business class seating section but my seat was in the rd row so that was convenient the flight from kul to syd did have a separate business class seating area with chairs that reclined almost flat for sleeping the chair width was ample although a degree flatbed would have been better airasia s was decent and i was able to sleep fairly well the service was excellent and we were given extra snack treats i will definitely fly airasia business class for an overnight flight again as long as it is affordable for me,customer review october already booked bkk syd another cancel find another closer departure date business class ticket available departing mueang excellent price bought first dmk kul designated business class seating section seat row convenient kul syd separate business class seating area chairs reclined almost flat sleeping chair width ample although degree flatbed better decent able sleep fairly service excellent given extra snack treats definitely business class overnight long affordable,,Business Class,,yes,3.0,5.0,4.0,,5
1,Negative,AirAsia customer review,We flew PEN-DMK by FD402. The flight departed and arrived on time. Boarding in Penang smooth and efficient as was the arrival in Bangkok. The cabins are fresh and clean. Crew is efficient and accommodating. So when the fares are reasonable I see no reason not to give AirAsia top marks. It helps that DMK although it looks a bit outdated is more efficient than BKK by far. On a sidenote the question on inflight entertainment is not relevant on a 2 hours flight but the inflight magazine is good so high score here.,AirAsia customer review We flew PEN-DMK by FD402. The flight departed and arrived on time. Boarding in Penang smooth and efficient as was the arrival in Bangkok. The cabins are fresh and clean. Crew is efficient and accommodating. So when the fares are reasonable I see no reason not to give AirAsia top marks. It helps that DMK although it looks a bit outdated is more efficient than BKK by far. On a sidenote the question on inflight entertainment is not relevant on a 2 hours flight but the inflight magazine is good so high score here.,airasia customer review we flew pen dmk by fd the flight departed and arrived on time boarding in penang smooth and efficient as was the arrival in bangkok the cabins are fresh and clean crew is efficient and accommodating so when the fares are reasonable i see no reason not to give airasia top marks it helps that dmk although it looks a bit outdated is more efficient than bkk by far on a sidenote the question on inflight entertainment is not relevant on a hours flight but the inflight magazine is good so high score here,customer review pen dmk departed arrived time boarding penang smooth efficient arrival bangkok cabins fresh clean crew efficient accommodating fares reasonable see reason give top marks helps dmk although looks bit outdated efficient bkk far sidenote question inflight entertainment relevant hours inflight magazine good high score,,Economy Class,,yes,4.0,5.0,4.0,,5
1,Negative,AirAsia customer review,AirAsia Philippines is the worst airline I have ever flown with we were flying from Cebu to Manila and back. The boarding process was a disaster with everybody wanting to go in at the same time and nobody tried to even control the flow of passengers. At check in they managed to put our daughter 8 years old in a different row than the parents. On the way back they managed to put our 2 children (5 and 8 years old) in row 6 and the parents in row 26. For a fee they could change seats - this is not normal in my eyes and it would have been normal to put us all in one row. The person who checked us in acted as if he was tired and doing all he could.,AirAsia customer review AirAsia Philippines is the worst airline I have ever flown with we were flying from Cebu to Manila and back. The boarding process was a disaster with everybody wanting to go in at the same time and nobody tried to even control the flow of passengers. At check in they managed to put our daughter 8 years old in a different row than the parents. On the way back they managed to put our 2 children (5 and 8 years old) in row 6 and the parents in row 26. For a fee they could change seats - this is not normal in my eyes and it would have been normal to put us all in one row. The person who checked us in acted as if he was tired and doing all he could.,airasia customer review airasia philippines is the worst airline i have ever flown with we were flying from cebu to manila and back the boarding process was a disaster with everybody wanting to go in at the same time and nobody tried to even control the flow of passengers at check in they managed to put our daughter years old in a different row than the parents on the way back they managed to put our children and years old in row and the parents in row for a fee they could change seats this is not normal in my eyes and it would have been normal to put us all in one row the person who checked us in acted as if he was tired and doing all he could,customer review philippines worst ever flown flying cebu manila back boarding process disaster everybody wanting time nobody tried control flow passengers check managed put daughter years old different row parents way back managed put children years old row parents row fee change seats normal eyes normal put row person checked acted tired,,Economy Class,,no,1.0,1.0,1.0,,1
8,Positive,AirAsia customer review,Travelled KCH-KUL with AirAsia and KUL-ICN with AirAsiaX (Fly-thru). Happy with their efficient and no-nonsense service. Baggage went all the way from KCH to ICN. Flight departed on time (as with most other flights I have taken with AirAsia). In-flight magazine was quite an interesting and informative read. Pleased with the courtesy of the crew. Also the Captain greeted disembarking passengers which is excellent.,AirAsia customer review Travelled KCH-KUL with AirAsia and KUL-ICN with AirAsiaX (Fly-thru). Happy with their efficient and no-nonsense service. Baggage went all the way from KCH to ICN. Flight departed on time (as with most other flights I have taken with AirAsia). In-flight magazine was quite an interesting and informative read. Pleased with the courtesy of the crew. Also the Captain greeted disembarking passengers which is excellent.,airasia customer review travelled kch kul with airasia and kul icn with airasiax fly thru happy with their efficient and no nonsense service baggage went all the way from kch to icn flight departed on time as with most other flights i have taken with airasia in flight magazine was quite an interesting and informative read pleased with the courtesy of the crew also the captain greeted disembarking passengers which is excellent,customer review travelled kch kul kul icn airasiax thru happy efficient nonsense service baggage went way kch icn departed time flights taken magazine interesting informative read pleased courtesy crew captain greeted disembarking passengers excellent,,Economy Class,,yes,4.0,5.0,5.0,,5
1,Negative,AirAsia customer review,"We flew from Denpasar to Perth yesterday and will never fly this airline again. We checked in several hours before our flight and were disappointed to find that we had been given seats in two different rows (my husband and I were flying with our two kids). Obviously we had hoped to sit together as a family but thought ""oh well it's not the end of the world"". We boarded the plane and realised that we were not only in different rows but in 4 different seats. We were absolutely gob-smacked that an airline could put a 2 year old on his own! When we waved down the air hostess and explained that our son who had just turned two could not sit on his own she told us that the flight was full and we would have to take our dedicated seats. I told her that our 2 year old could not possibly sit on his own and she suggested that he sit on my lap instead. Pretty disappointing when you paid for 4 seats. Just when I thought things couldn't get much worse the food trolley came around and after placing my order for a hot meal for myself and my two kids I was told that they only accept cash and not card. I didn't have any cash on me (I had actually tried to withdraw cash at the airport but the ATM was out of order) so they told me I was unable to order any food. I said that there must be some other option as my kids were hungry and surely there was something they could do but they did not help at all. My poor kids basically spent the whole flight crying with hunger and they wouldn't even give me a bottle of water (as our water had been taken off us at the airport by security). I was basically in tears by this time and finally a kind passenger gave me $10 so I could buy something for the kids to eat. I will never fly with this airline again.","AirAsia customer review We flew from Denpasar to Perth yesterday and will never fly this airline again. We checked in several hours before our flight and were disappointed to find that we had been given seats in two different rows (my husband and I were flying with our two kids). Obviously we had hoped to sit together as a family but thought ""oh well it's not the end of the world"". We boarded the plane and realised that we were not only in different rows but in 4 different seats. We were absolutely gob-smacked that an airline could put a 2 year old on his own! When we waved down the air hostess and explained that our son who had just turned two could not sit on his own she told us that the flight was full and we would have to take our dedicated seats. I told her that our 2 year old could not possibly sit on his own and she suggested that he sit on my lap instead. Pretty disappointing when you paid for 4 seats. Just when I thought things couldn't get much worse the food trolley came around and after placing my order for a hot meal for myself and my two kids I was told that they only accept cash and not card. I didn't have any cash on me (I had actually tried to withdraw cash at the airport but the ATM was out of order) so they told me I was unable to order any food. I said that there must be some other option as my kids were hungry and surely there was something they could do but they did not help at all. My poor kids basically spent the whole flight crying with hunger and they wouldn't even give me a bottle of water (as our water had been taken off us at the airport by security). I was basically in tears by this time and finally a kind passenger gave me $10 so I could buy something for the kids to eat. I will never fly with this airline again.",airasia customer review we flew from denpasar to perth yesterday and will never fly this airline again we checked in several hours before our flight and were disappointed to find that we had been given seats in two different rows my husband and i were flying with our two kids obviously we had hoped to sit together as a family but thought oh well it s not the end of the world we boarded the plane and realised that we were not only in different rows but in different seats we were absolutely gob smacked that an airline could put a year old on his own when we waved down the air hostess and explained that our son who had just turned two could not sit on his own she told us that the flight was full and we would have to take our dedicated seats i told her that our year old could not possibly sit on his own and she suggested that he sit on my lap instead pretty disappointing when you paid for seats just when i thought things couldn t get much worse the food trolley came around and after placing my order for a hot meal for myself and my two kids i was told that they only accept cash and not card i didn t have any cash on me i had actually tried to withdraw cash at the airport but the atm was out of order so they told me i was unable to order any food i said that there must be some other option as my kids were hungry and surely there was something they could do but they did not help at all my poor kids basically spent the whole flight crying with hunger and they wouldn t even give me a bottle of water as our water had been taken off us at the airport by security i was basically in tears by this time and finally a kind passenger gave me so i could buy something for the kids to eat i will never fly with this airline again,customer review denpasar perth yesterday never checked several hours disappointed find given seats two different rows husband flying two kids obviously hoped sit together family thought end world boarded plane realised different rows different seats absolutely gob smacked put year old waved hostess explained son turned two sit told full take dedicated seats told year old possibly sit suggested sit lap instead pretty disappointing paid seats thought things worse food trolley came around placing order hot meal two kids told accept cash card any cash actually tried withdraw cash airport atm order told unable order any food must option kids hungry surely something help poor kids basically spent whole crying hunger give bottle water water taken airport security basically tears time finally kind passenger gave buy something kids eat never,,Economy Class,,no,1.0,1.0,1.0,,2
5,Neutral,AirAsia customer review,Out of the 9 Air Asia flights I took in May and June 2014 5 of those flights were late by more than 40 mins. Another bug I have with Air Asia is that they do not notify passengers of flight changes dates etc. They simply change itineraries and let passengers find out themselves. I have flown with them for 7 years and I'm losing patience at the way they do not care for passengers who support them. They are not cheap anymore. Scoot are far more reliable and a similar price ex Sydney. Once my pre-booked flights for 2015 are used it's bye bye to Air Asia for me. Too little too late! 50% good is not good enough!,AirAsia customer review Out of the 9 Air Asia flights I took in May and June 2014 5 of those flights were late by more than 40 mins. Another bug I have with Air Asia is that they do not notify passengers of flight changes dates etc. They simply change itineraries and let passengers find out themselves. I have flown with them for 7 years and I'm losing patience at the way they do not care for passengers who support them. They are not cheap anymore. Scoot are far more reliable and a similar price ex Sydney. Once my pre-booked flights for 2015 are used it's bye bye to Air Asia for me. Too little too late! 50% good is not good enough!,airasia customer review out of the air asia flights i took in may and june of those flights were late by more than mins another bug i have with air asia is that they do not notify passengers of flight changes dates etc they simply change itineraries and let passengers find out themselves i have flown with them for years and i m losing patience at the way they do not care for passengers who support them they are not cheap anymore scoot are far more reliable and a similar price ex sydney once my pre booked flights for are used it s bye bye to air asia for me too little too late good is not good enough,customer review flights took may june flights late mins another bug notify passengers changes dates etc simply change itineraries let passengers find flown years losing patience way care passengers support cheap anymore scoot far reliable similar price sydney pre booked flights used bye bye little late good good enough,,Economy Class,,no,3.0,3.0,3.0,,4
8,Positive,AirAsia customer review,Our very first experience with AirAsia and we are totally pleased. Our family of 8 flew from Johor Bahru - KL so a quick flight. Check-in was smooth however we arrived early and it was quite sometime before the check-in counter opened. The waiting area at Johor Bahru is just adequate. However the flight itself was smooth and efficient getting us to KL on time. As it was such a quick flight there was no time for inflight entertainment or food & beverages. I would highly recommend AirAsia. Value for money was excellent.,AirAsia customer review Our very first experience with AirAsia and we are totally pleased. Our family of 8 flew from Johor Bahru - KL so a quick flight. Check-in was smooth however we arrived early and it was quite sometime before the check-in counter opened. The waiting area at Johor Bahru is just adequate. However the flight itself was smooth and efficient getting us to KL on time. As it was such a quick flight there was no time for inflight entertainment or food & beverages. I would highly recommend AirAsia. Value for money was excellent.,airasia customer review our very first experience with airasia and we are totally pleased our family of flew from johor bahru kl so a quick flight check in was smooth however we arrived early and it was quite sometime before the check in counter opened the waiting area at johor bahru is just adequate however the flight itself was smooth and efficient getting us to kl on time as it was such a quick flight there was no time for inflight entertainment or food beverages i would highly recommend airasia value for money was excellent,customer review first experience totally pleased family johor bahru quick check smooth however arrived early sometime check counter opened waiting area johor bahru adequate however smooth efficient getting time quick time inflight entertainment food beverages highly recommend value money excellent,,Economy Class,,yes,4.0,4.0,3.0,,5
1,Negative,AirAsia customer review,Having flown many times with AirAsia we are really amused by some of the critical comments about this airline. Having flown dozens of times in SE Asia and might we add that we always fly Business Class for our long haul with another airline we find Air Asia short flights excellent. If you choose to fly long haul on a budget airline don't expect first class service. Air Asia does what it says on the tin. They are punctual good value food wed upgrade our luggage and seat when you book and crew are always pleasant. Petty comments about no entertainment on a 1 or 2 hour flight takes some beating. As with Ryanair follow their rules and you will have no problems.,AirAsia customer review Having flown many times with AirAsia we are really amused by some of the critical comments about this airline. Having flown dozens of times in SE Asia and might we add that we always fly Business Class for our long haul with another airline we find Air Asia short flights excellent. If you choose to fly long haul on a budget airline don't expect first class service. Air Asia does what it says on the tin. They are punctual good value food wed upgrade our luggage and seat when you book and crew are always pleasant. Petty comments about no entertainment on a 1 or 2 hour flight takes some beating. As with Ryanair follow their rules and you will have no problems.,airasia customer review having flown many times with airasia we are really amused by some of the critical comments about this airline having flown dozens of times in se asia and might we add that we always fly business class for our long haul with another airline we find air asia short flights excellent if you choose to fly long haul on a budget airline don t expect first class service air asia does what it says on the tin they are punctual good value food wed upgrade our luggage and seat when you book and crew are always pleasant petty comments about no entertainment on a or hour flight takes some beating as with ryanair follow their rules and you will have no problems,customer review flown times amused critical comments flown dozens times might add always business class long haul another find short flights excellent choose long haul budget expect first class service says tin punctual good value food wed upgrade luggage seat book crew always pleasant petty comments entertainment hour takes beating ryanair follow rules problems,,,,yes,5.0,5.0,5.0,,5
